store_name,category,new_open,rating,visited_review,blog_review,store_id,address,business_hours,phone_num,lat_lng
우마마,양식,없음,4.9,"1,017",738,1887318928,서울 강남구 도산대로58길 18 2층 우마마,"수
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /목
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /금
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /토
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /일
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /월
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /화
12:00 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1332-3247,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
에빗,양식,없음,4.57,115,310,1838135293,서울 강남구 도산대로45길 10-5 1층 EVETT,"수
17:30 - 22:30 /목
12:00 - 22:30
14:30 - 17:30 브레이크타임 /금
12:00 - 22:30
14:30 - 17:30 브레이크타임 /토
12:00 - 22:30
14:30 - 17:30 브레이크타임 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
17:30 - 22:30 /",0507-1399-1029,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
삼봉푸줏간 청담점,"육류,고기요리",없음,0.0,373,241,1677363635,서울 강남구 도산대로55길 47 지상 1층,"수
11:00 - 23:00
15:00 - 17:00 브레이크타임
21:30 라스트오더 /목
11:00 - 23:00
15:00 - 17:00 브레이크타임
21:30 라스트오더 /금
11:00 - 23:00
15:00 - 17:00 브레이크타임
21:30 라스트오더 /토
11:00 - 22:00
20:30 라스트오더 /일
정기휴무 (매주 일요일) /월
11:00 - 23:00
15:00 - 17:00 브레이크타임
21:30 라스트오더 /화
11:00 - 23:00
15:00 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1402-7675,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
이치에,일식당,없음,4.47,268,854,21656860,서울 강남구 선릉로155길 23-3 2층,"수
18:00 - 23:30
22:00 라스트오더 /목
18:00 - 23:30
22:00 라스트오더 /금
18:00 - 23:30
22:00 라스트오더 /토
18:00 - 23:30
22:00 라스트오더 /일
정기휴무 (매주 일요일) /월
18:00 - 23:30
22:00 라스트오더 /화
18:00 - 23:30
22:00 라스트오더 /",070-4273-4087,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
고우 청담점,이자카야,없음,4.65,477,244,33877235,서울 강남구 도산대로55길 40 지상1층,"수
17:00 - 24:00
23:00 라스트오더 /목
17:00 - 24:00
23:00 라스트오더 /금
17:00 - 24:00
23:00 라스트오더 /토
17:00 - 24:00
23:00 라스트오더 /일
17:00 - 24:00
23:00 라스트오더 /월
17:00 - 24:00
23:00 라스트오더 /화
17:00 - 24:00
23:00 라스트오더 /",0507-1323-6047,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
엘로우서울 라운지,바(BAR),없음,0.0,0,0,없음,서울 강남구 도산대로49길 31 지하1층,"수
정기휴무 (매주 수요일) /목
정기휴무 (매주 목요일) /금
22:00 - 05:00 /토
22:00 - 05:00 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
정기휴무 (매주 화요일) /",0507-1398-0750,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
삼원가든,한식,없음,0.0,"1,767","1,099",11718583,서울 강남구 언주로 835,"수
11:30 - 21:30
14:30 - 17:30 브레이크타임 /목
11:30 - 21:30
14:30 - 17:30 브레이크타임 /금
11:30 - 21:30
14:30 - 17:30 브레이크타임 /토
11:00 - 21:00
14:30 - 17:00 브레이크타임 /일
11:00 - 21:00
14:30 - 17:00 브레이크타임 /월
11:30 - 21:30
14:30 - 17:30 브레이크타임 /화
11:30 - 21:30
14:30 - 17:30 브레이크타임 /",02-548-3030,"{'x': 37.5249753, 'y': 127.0326982}"
황재벌 강남점,요리주점,없음,0.0,743,748,1712982280,서울 강남구 언주로136길 7 1층,"수
16:00 - 01:00 /목
16:00 - 01:00 /금
16:00 - 01:00 /토
15:00 - 24:00 /일
15:00 - 24:00 /월
16:00 - 01:00 /화
16:00 - 01:00 /",0507-1351-5258,"{'x': 37.4793514, 'y': 127.05682718545931}"
풍천가 청담점,"장어,먹장어요리",없음,4.57,567,700,1557362171,서울 강남구 도산대로56길 7,"수
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /목
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /금
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /토
12:00 - 22:30
21:30 라스트오더 /일
12:00 - 22:30
21:30 라스트오더 /월
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /화
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1321-6255,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
클랩피자 청담,피자,없음,4.52,"3,271","2,005",1672413996,서울 강남구 압구정로46길 71 1층,"수
11:30 - 21:00
20:30 라스트오더 /목
11:30 - 21:00
20:30 라스트오더 /금
11:30 - 21:00
20:30 라스트오더 /토
11:30 - 21:00
20:30 라스트오더 /일
11:30 - 21:00
20:30 라스트오더 /월
11:30 - 21:00
20:30 라스트오더 /화
11:30 - 21:00
20:30 라스트오더 /",070-8845-2527,"{'x': 37.52836348100263, 'y': 127.03837874133137}"
도산분식 도산공원점,종합분식,없음,0.0,"4,187","2,513",1123489755,서울 강남구 도산대로49길 10-6 젤로빌딩,"수
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /목
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /금
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /토
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /일
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /월
정기휴무 (매주 월요일) /화
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /",0507-1479-5061,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
하모,한식,없음,4.48,364,296,21854407,서울 강남구 언주로 819 2층 하모,"매일
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /",02-515-4266,"{'x': 37.5233599, 'y': 127.0328241}"
압구정하루,돈가스,없음,4.44,"3,091","2,073",11710847,서울 강남구 언주로172길 56 1층,"수
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /목
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /금
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /토
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /일
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /월
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /화
11:30 - 21:20
15:30 - 17:00 브레이크타임
20:50 라스트오더 /",02-514-5557,"{'x': 37.5025569, 'y': 127.04257075000001}"
더기와 압구정본점,"전통,민속주점",없음,0.0,658,"1,573",1183777678,서울 강남구 선릉로155길 15 1층 THE GIWA,"수
11:30 - 23:00 /목
11:30 - 23:00 /금
11:30 - 02:00 /토
11:30 - 02:00 /일
11:30 - 23:00 /월
11:30 - 23:00 /화
11:30 - 23:00 /",0507-1449-0385,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
스시코우지,일식당,없음,4.56,540,"1,503",34550318,서울 강남구 도산대로 318 SB타워 어넥스B동 3층,"수
10:00 - 22:00
14:00 - 18:30 브레이크타임 /목
10:00 - 22:00
14:00 - 18:30 브레이크타임 /금
10:00 - 22:00
14:00 - 18:30 브레이크타임 /토
11:30 - 22:00
14:30 - 17:30 브레이크타임 /일
11:30 - 22:00
14:30 - 17:30 브레이크타임 /월
10:00 - 22:00
14:00 - 18:30 브레이크타임 /화
10:00 - 22:00
14:00 - 18:30 브레이크타임 /",02-541-6200,"{'x': 37.5220226, 'y': 127.0363787}"
구테로이테 본점,"카페,디저트",없음,4.73,"4,092","1,799",1770967295,서울 강남구 선릉로131길 16 1층 구테로이테,"매일
08:00 - 24:00
23:30 라스트오더 /",0507-1407-1147,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
마제스티 타바론 티 라운지,양식,없음,4.37,370,755,495182989,서울 강남구 도산대로 327 에스지에프청담타워 16층,"수
11:30 - 22:00
20:30 라스트오더 /목
11:30 - 22:00
20:30 라스트오더 /금
11:30 - 22:00
20:30 라스트오더 /토
11:30 - 22:00
20:30 라스트오더 /일
11:30 - 22:00
20:30 라스트오더 /월
11:30 - 22:00
20:30 라스트오더 /화
11:30 - 22:00
20:30 라스트오더 /",0507-1398-5800,"{'x': 37.5231234, 'y': 127.0376163}"
세시셀라 도산공원점,카페,없음,4.45,"1,751","1,631",11886505,서울 강남구 도산대로45길 10-4 상경빌딩 1층,"수
11:30 - 22:00 /목
11:30 - 22:00 /금
11:30 - 22:00 /토
11:30 - 22:00 /일
11:30 - 22:00 /월
11:30 - 22:00 /화
11:30 - 22:00 /",02-3448-7100,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
제국한우짝갈비,소고기구이,없음,4.7,199,69,1569485321,서울 강남구 언주로148길 14 나동 2층 제국한우짝갈비,"수
16:30 - 23:00
22:00 라스트오더 /목
16:30 - 23:00
22:00 라스트오더 /금
16:30 - 23:00
22:00 라스트오더 /토
12:30 - 22:00
21:00 라스트오더 /일
12:30 - 22:00
21:00 라스트오더 /월
16:30 - 23:00
22:00 라스트오더 /화
16:30 - 23:00
22:00 라스트오더 /",0507-1395-5604,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
모던요리옥 이음터,퓨전음식,없음,0.0,152,238,1854716034,서울 강남구 선릉로94길 15 B1,"수
18:00 - 23:00
22:00 라스트오더 /목
18:00 - 23:00
22:00 라스트오더 /금
18:00 - 23:00
22:00 라스트오더 /토
18:00 - 22:00
21:00 라스트오더 /일
정기휴무 (매주 일요일) /월
18:00 - 23:00
22:00 라스트오더 /화
18:00 - 23:00
22:00 라스트오더 /",02-568-1255,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
이웃집통통이,"카페,디저트",없음,4.58,"2,208","1,603",1850375355,서울 강남구 선릉로161길 19 1층,"수
10:00 - 21:30
21:00 라스트오더 /목
10:00 - 21:30
21:00 라스트오더 /금
10:00 - 21:30
21:00 라스트오더 /토
10:00 - 21:30
21:00 라스트오더 /일
10:00 - 21:30
21:00 라스트오더 /월
10:00 - 21:30
21:00 라스트오더 /화
10:00 - 21:30
21:00 라스트오더 /",없음,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
초심한우정육식당,"육류,고기요리",없음,4.24,352,84,1776663958,"서울 강남구 언주로148길 27 1층,2층","수
11:30 - 24:00 /목
11:30 - 24:00 /금
11:30 - 24:00 /토
12:00 - 22:00 /일
14:00 - 22:00 /월
11:30 - 24:00 /화
11:30 - 24:00 /",02-512-7743,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
뉴욕라츠오베이글스,베이글,없음,4.54,"2,243","1,068",1880997916,서울 강남구 압구정로48길 28 건물전체,"수
08:30 - 20:00 /목
08:30 - 20:00 /금
08:30 - 20:00 /토
08:00 - 20:00 /일
정기휴무 (매주 일요일) /월
08:30 - 20:00 /화
08:30 - 20:00 /",02-3448-7777,"{'x': 37.52836348100263, 'y': 127.03837874133137}"
벽돌해피푸드 압구정점,중식당,없음,0.0,"3,683","1,415",1165131753,서울 강남구 도산대로51길 36 1층,"수
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /목
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /금
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /토
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /일
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /월
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /화
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /",02-514-0200,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
호족반 청담,한식,없음,4.35,"2,724","2,744",1103092572,서울 강남구 언주로164길 39 1층,"수
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /목
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:30 - 21:30
21:00 라스트오더 /일
11:30 - 21:30
21:00 라스트오더 /월
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /화
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /",0507-1399-3353,"{'x': 37.5025569, 'y': 127.04257075000001}"
갓잇 압구정 도산공원점,"멕시코,남미음식",없음,4.62,"2,893","2,287",1135036261,서울 강남구 언주로164길 24 아크로스빌딩 지상1층 GODEAT,"수
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더 /목
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더 /금
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더 /토
11:00 - 21:30
20:30 라스트오더 /일
11:00 - 21:30
20:30 라스트오더 /월
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더 /화
11:00 - 21:30
15:00 - 16:30 브레이크타임
20:30 라스트오더 /",0507-1339-9451,"{'x': 37.5025569, 'y': 127.04257075000001}"
우가,소고기구이,없음,4.55,"1,065",422,36802965,서울 강남구 도산대로49길 22 B1,"수
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /목
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /금
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /토
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /일
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /월
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /화
12:00 - 22:00
15:00 - 17:00 브레이크타임
14:00, 21:00 라스트오더 /",02-6272-2223,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
압구정고깃집 본점,"육류,고기요리",없음,0.0,547,272,1979564218,서울 강남구 압구정로50길 18 1층,"매일
11:30 - 01:00
15:00 - 17:00 브레이크타임
23:30 라스트오더 /",02-517-8168,"{'x': 37.52836348100263, 'y': 127.03837874133137}"
수아당 압구정점,김밥,없음,0.0,122,160,1309731923,서울 강남구 선릉로 815 신한양빌딩 1층 104호,"매일
08:00 - 20:00 /",02-514-0507,"{'x': 37.5249042, 'y': 127.0393232}"
중화백반 강남직영점,요리주점,없음,0.0,309,210,1918148960,서울 강남구 언주로134길 6 1층,"수
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /목
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /금
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /토
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /일
정기휴무 (매주 일요일) /월
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /화
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /",0507-1410-4845,"{'x': 37.47958885, 'y': 127.05637660921442}"
뉴만두집,만두,없음,4.37,"1,986","1,481",11724463,서울 강남구 압구정로 338,"수
12:00 - 20:00
15:00 - 17:30 브레이크타임 /목
12:00 - 20:00
15:00 - 17:30 브레이크타임 /금
12:00 - 20:00
15:00 - 17:30 브레이크타임 /토
12:00 - 20:00
15:00 - 17:30 브레이크타임 /일
정기휴무 (매주 일요일) /월
12:00 - 20:00
15:00 - 17:30 브레이크타임 /화
12:00 - 20:00
15:00 - 17:30 브레이크타임 /",02-544-3710,"{'x': 37.5279278, 'y': 127.0389308}"
덕후선생 청담점,중식당,없음,4.27,849,"1,478",1985261697,서울 강남구 선릉로 822 5F,"수
11:30 - 22:00
14:30 - 17:00 브레이크타임 /목
11:30 - 22:00
14:30 - 17:00 브레이크타임 /금
11:30 - 22:00
14:30 - 17:00 브레이크타임 /토
11:30 - 22:00
15:00 - 17:00 브레이크타임 /일
11:30 - 22:00
15:00 - 17:00 브레이크타임 /월
11:30 - 22:00
14:30 - 17:00 브레이크타임 /화
11:30 - 22:00
14:30 - 17:00 브레이크타임 /",02-514-3663,"{'x': 37.525276, 'y': 127.0401427}"
야키토리잔잔 압구정로데오점,이자카야,없음,0.0,235,95,1017297481,서울 강남구 언주로170길 37 1층 102호,"수
17:30 - 02:00
01:00 라스트오더 /목
17:30 - 02:00
01:00 라스트오더 /금
17:30 - 03:00
02:00 라스트오더 /토
17:30 - 03:00
02:00 라스트오더 /일
17:30 - 02:00
01:00 라스트오더 /월
17:30 - 02:00
01:00 라스트오더 /화
17:30 - 02:00
01:00 라스트오더 /",0507-1417-6659,"{'x': 37.5025569, 'y': 127.04257075000001}"
갓포아키 도산공원점,일식당,없음,0.0,200,735,32284047,서울 강남구 도산대로45길 8-3 쿠키빌딩,"수
17:30 - 00:30 /목
17:30 - 00:30 /금
17:30 - 00:30 /토
17:30 - 00:30 /일
정기휴무 (매주 일요일) /월
17:30 - 00:30 /화
17:30 - 00:30 /",02-540-8669,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
최가네버섯샤브매운탕칼국수,한식,없음,4.55,"1,702","1,913",13154695,서울 강남구 도산대로51길 36 2층3층,"매일
11:00 - 21:40
14:40 - 17:00 브레이크타임
20:40 라스트오더 /",02-547-7676,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
고센인코퍼레이티드 청담점,카페,없음,4.12,739,791,11585300,서울 강남구 선릉로158길 18,"매일
11:30 - 04:30 /",02-515-1863,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
진전복삼계탕 강남구청점,"백숙,삼계탕",없음,4.57,"1,264",981,1610220930,서울 강남구 선릉로129길 21 B1층,"매일
11:00 - 21:30
15:00 - 16:30 브레이크타임
21:00 라스트오더 /",0507-1305-8937,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
레몬그라스 타이,태국음식,없음,4.7,"1,318",754,1204470192,서울 강남구 학동로 338,"수
10:50 - 21:00
20:30 라스트오더 /목
10:50 - 21:00
20:30 라스트오더 /금
10:50 - 21:00
20:30 라스트오더 /토
10:50 - 21:00
20:30 라스트오더 /일
10:50 - 21:00
20:30 라스트오더 /월
10:50 - 21:00
20:30 라스트오더 /화
10:50 - 21:00
20:30 라스트오더 /",0507-1342-3029,"{'x': 37.516558, 'y': 127.0401685}"
물고기자리 강남점,생선회,없음,4.43,409,160,20955570,서울 강남구 언주로133길 18 2층,"수
10:00 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /목
10:00 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /금
10:00 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /토
정기휴무 (매주 토요일) /일
정기휴무 (매주 일요일) /월
10:00 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /화
10:00 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /",02-548-3392,"{'x': 37.479910450000006, 'y': 127.05653290000001}"
루비떡볶이,떡볶이,없음,4.33,"1,682","1,101",19935560,서울 강남구 선릉로153길 21 1층,"수
11:40 - 21:00 /목
11:40 - 21:00 /금
11:40 - 21:00 /토
11:40 - 21:00 /일
12:00 - 20:00 /월
11:40 - 21:00 /화
11:40 - 21:00 /",02-516-7147,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
청담제주물항 청담본점,한식,없음,4.46,334,186,1385877923,서울 강남구 도산대로101길 9,"수
11:30 - 22:00
20:30 라스트오더 /목
11:30 - 22:00
20:30 라스트오더 /금
11:30 - 22:00
20:30 라스트오더 /토
11:30 - 22:00
20:30 라스트오더 /일
11:30 - 21:00
19:30 라스트오더 /월
11:30 - 22:00
20:30 라스트오더 /화
11:30 - 22:00
20:30 라스트오더 /",0507-1326-0395,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
크래버대게나라 강남점,게요리,없음,4.58,"1,064","1,405",33408380,서울 강남구 언주로 620,"매일
11:30 - 23:00
21:00 라스트오더 /",02-547-7998,"{'x': 37.5116308, 'y': 127.0363401}"
닭으로가 압구정본점,닭갈비,없음,4.45,"1,195",923,11710160,서울 강남구 언주로172길 55,"매일
11:30 - 22:00
15:30 - 17:00 브레이크타임
21:30 라스트오더 /",050-4458-4404,"{'x': 37.5025569, 'y': 127.04257075000001}"
웍셔너리,중식당,없음,4.3,"1,360","1,616",1203337621,서울 강남구 도산대로53길 12 1층,"매일
11:00 - 21:00
20:00 라스트오더 /",0507-1471-9878,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
퀸즈파크 청담점,브런치,없음,4.4,"1,250",770,38733965,서울 강남구 압구정로60길 22,"수
11:00 - 21:00 /목
11:00 - 21:00 /금
11:00 - 21:00 /토
10:00 - 21:00 /일
10:00 - 21:00 /월
11:00 - 21:00 /화
11:00 - 21:00 /",02-542-4073,"{'x': 37.52836348100263, 'y': 127.03837874133137}"
아따 압구정점,요리주점,없음,0.0,"1,818","2,375",1265587082,서울 강남구 언주로172길 65 1층 103호,"수
11:30 - 02:30
14:30 - 17:30 브레이크타임 /목
11:30 - 02:30
14:30 - 17:30 브레이크타임 /금
11:30 - 03:30
14:30 - 17:30 브레이크타임 /토
17:30 - 04:30 /일
17:30 - 02:30 /월
11:30 - 02:30
14:30 - 17:30 브레이크타임 /화
11:30 - 02:30
14:30 - 17:30 브레이크타임 /",0507-1423-0469,"{'x': 37.5025569, 'y': 127.04257075000001}"
js가든 청담점,중식당,없음,4.27,358,589,21656422,서울 강남구 도산대로 318 SB타워 C동 1층,"수
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /목
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /금
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /토
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /일
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /월
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /화
11:30 - 22:00
15:00 - 17:30 브레이크타임
14:00, 21:00 라스트오더 /",02-3446-5288,"{'x': 37.5220226, 'y': 127.0363787}"
정가네손칼국수,"칼국수,만두",없음,4.3,966,517,20623381,"서울 강남구 선릉로129길 11 ,","수
10:30 - 22:00
21:30 라스트오더 /목
10:30 - 22:00
21:30 라스트오더 /금
10:30 - 22:00
21:30 라스트오더 /토
10:30 - 21:00
20:30 라스트오더 /일
10:30 - 21:00
20:30 라스트오더 /월
10:30 - 22:00
21:30 라스트오더 /화
10:30 - 22:00
21:30 라스트오더 /",02-3442-3282,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
금수복국 압구정점,복어요리,없음,0.0,"1,501",378,957701774,서울 강남구 언주로 821 금수빌딩,"매일
00:00 - 24:00 /",02-542-5482,"{'x': 37.5235436, 'y': 127.0328031}"
바랗,"해물,생선요리",없음,0.0,605,277,20675929,서울 강남구 도산대로 309 삼공빌딩 지하1층,"수
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /목
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /금
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /토
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /일
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /월
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /화
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /",0507-1442-8892,"{'x': 37.5223865, 'y': 127.0352032}"
영동교집 청담직영점,돼지고기구이,없음,4.5,"1,036","6,120",1782110563,서울 강남구 선릉로148길 11,"매일
11:15 - 23:30
23:10 라스트오더 /",0507-1367-5883,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
노란상 소갈비 강남구청점,소고기구이,없음,4.49,"1,712",444,1117746938,서울 강남구 선릉로131길 22 1층 노란상 소갈비,"수
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /목
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /금
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /토
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /일
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /월
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /화
11:30 - 22:00
14:30 - 17:00 브레이크타임
13:30, 21:00 라스트오더 /",0507-1387-9306,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
다운타우너 청담,햄버거,없음,4.6,"5,461","3,231",887123043,서울 강남구 도산대로53길 14 1층,"수
11:30 - 21:30
20:30 라스트오더 /목
11:30 - 21:30
20:30 라스트오더 /금
11:30 - 21:30
20:30 라스트오더 /토
11:30 - 21:30
20:30 라스트오더 /일
11:30 - 21:30
20:30 라스트오더 /월
11:30 - 21:30
20:30 라스트오더 /화
11:30 - 21:30
20:30 라스트오더 /",070-8833-3696,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
볼피노,이탈리아음식,없음,0.0,679,"1,537",38767161,서울 강남구 도산대로45길 10-7 신사동 K빌딩,"수
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:50 라스트오더 /목
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:50 라스트오더 /금
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:50 라스트오더 /토
12:00 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더 /일
12:00 - 22:00
15:00 - 17:30 브레이크타임
20:50 라스트오더 /월
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:50 라스트오더 /화
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:50 라스트오더 /",없음,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
돌곰네,"해물,생선요리",없음,4.39,731,679,13505971,서울 강남구 언주로146길 18 동현상가 지하 돌곰네,"수
11:30 - 23:30
15:00 - 17:00 브레이크타임
22:30 라스트오더 /목
11:30 - 23:30
15:00 - 17:00 브레이크타임
22:30 라스트오더 /금
11:30 - 23:30
15:00 - 17:00 브레이크타임
22:30 라스트오더 /토
17:00 - 23:00
22:00 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 23:30
15:00 - 17:00 브레이크타임
22:30 라스트오더 /화
11:30 - 23:30
15:00 - 17:00 브레이크타임
22:30 라스트오더 /",0507-1440-2928,"{'x': 37.5198527, 'y': 127.0350391}"
