store_name,category,new_open,rating,visited_review,blog_review,store_id,address,business_hours,phone_num
호무랑,일식당,없음,4.43,709,"1,002",31139908,서울 강남구 도산대로 442 피엔폴루스,"목
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /금
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /토
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /일
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /월
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /화
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /수
11:30 - 21:00
16:30 - 17:30 브레이크타임
15:30, 20:00 라스트오더 /",02-6947-1279
기욤 청담점,"카페,디저트",없음,4.34,"1,576","1,548",13093133,서울 강남구 선릉로152길 17,"목
11:00 - 24:00
23:15 라스트오더 /금
11:00 - 24:00
23:15 라스트오더 /토
10:00 - 24:00
23:15 라스트오더 /일
10:00 - 24:00
23:15 라스트오더 /월
11:00 - 24:00
23:15 라스트오더 /화
11:00 - 24:00
23:15 라스트오더 /수
11:00 - 24:00
23:15 라스트오더 /",0507-1407-6703
황재벌 강남점,요리주점,없음,0.0,738,726,1712982280,서울 강남구 언주로136길 7 1층,"목
16:00 - 01:00 /금
16:00 - 01:00 /토
15:00 - 24:00 /일
15:00 - 24:00 /월
16:00 - 01:00 /화
16:00 - 01:00 /수
16:00 - 01:00 /",0507-1351-5258
하모,한식,없음,4.48,364,296,21854407,서울 강남구 언주로 819 2층 하모,"매일
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /",02-515-4266
이치에,일식당,없음,4.47,268,852,21656860,서울 강남구 선릉로155길 23-3 2층,"목
18:00 - 23:30
22:00 라스트오더 /금
18:00 - 23:30
22:00 라스트오더 /토
18:00 - 23:30
22:00 라스트오더 /일
정기휴무 (매주 일요일) /월
18:00 - 23:30
22:00 라스트오더 /화
18:00 - 23:30
22:00 라스트오더 /수
18:00 - 23:30
22:00 라스트오더 /",070-4273-4087
흑우정 압구정로데오점,소고기구이,없음,0.0,922,"1,825",1869473534,서울 강남구 도산대로57길 7 2층,"목
11:00 - 22:00
21:00 라스트오더 /금
11:00 - 22:00
21:00 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 22:00
21:00 라스트오더 /월
11:00 - 22:00
21:00 라스트오더 /화
11:00 - 22:00
21:00 라스트오더 /수
11:00 - 22:00
21:00 라스트오더 /",0507-1366-5412
벽돌해피푸드 압구정점,중식당,없음,0.0,"3,655","1,412",1165131753,서울 강남구 도산대로51길 36 1층,"목
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /금
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /토
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /일
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /월
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /화(3/18)
휴무 /수
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /",02-514-0200
갓포아키 도산공원점,일식당,없음,0.0,201,737,32284047,서울 강남구 도산대로45길 8-3 쿠키빌딩,"목
17:30 - 00:30 /금
17:30 - 00:30 /토
17:30 - 00:30 /일
정기휴무 (매주 일요일) /월
17:30 - 00:30 /화
17:30 - 00:30 /수
17:30 - 00:30 /",02-540-8669
호족반 청담,한식,없음,4.35,"2,711","2,742",1103092572,서울 강남구 언주로164길 39 1층,"목
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:30 - 21:30
21:00 라스트오더 /일
11:30 - 21:30
21:00 라스트오더 /월
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /화
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /수
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 /",0507-1399-3353
구테로이테 본점,"카페,디저트",없음,4.73,"4,087","1,791",1770967295,서울 강남구 선릉로131길 16 1층 구테로이테,"매일
08:00 - 24:00
23:30 라스트오더 /",0507-1407-1147
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
없음,없음,없음,0.0,0,0,없음,없음,,없음
스시 타키자와,일식당,없음,0.0,133,83,1644378192,서울 강남구 선릉로158길 14-2 지하1층,"목
12:00 - 23:00 /금
12:00 - 23:00 /토
12:00 - 22:00 /일
12:00 - 22:00 /월
정기휴무 (매주 월요일) /화
정기휴무 (매주 화요일) /수
12:00 - 23:00 /",없음
남산터 청담본점,"찌개,전골",없음,4.46,781,463,1445506871,서울 강남구 선릉로152길 10 1층,"매일
00:00 - 24:00 /",02-546-1982
고료리 켄,양식,없음,4.71,17,126,255351939,서울 강남구 언주로152길 15-3 2층,"목
18:00 - 22:00 /금
18:00 - 22:00 /토
18:00 - 22:00 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
18:00 - 22:00 /수
18:00 - 22:00 /",02-511-7809
솔밤,한식,없음,0.0,106,312,1971122149,서울 강남구 학동로 231 백영논현센터 2층 솔밤,"목
17:30 - 22:30 /금
17:30 - 22:30 /토
17:30 - 22:30 /일
정기휴무 (매주 일요일) /월
17:30 - 22:30 /화
17:30 - 22:30 /수
17:30 - 22:30 /",0507-1385-7308
쿠촐로 테라짜,이탈리아음식,없음,4.28,374,840,1942871806,서울 강남구 선릉로152길 33,"목
12:00 - 22:00
14:30 - 16:30 브레이크타임 /금
12:00 - 23:00
14:30 - 16:30 브레이크타임 /토
12:00 - 23:00 /일
12:00 - 22:00 /월
12:00 - 22:00
14:30 - 16:30 브레이크타임 /화
12:00 - 22:00
14:30 - 16:30 브레이크타임 /수
12:00 - 22:00
14:30 - 16:30 브레이크타임 /",없음
더청춘,"해물,생선요리",없음,0.0,55,35,1168368700,서울 강남구 도산대로50길 16 2층 201호,"목
17:00 - 01:00
00:00 라스트오더 /금
17:00 - 01:00
00:00 라스트오더 /토
17:00 - 01:00
00:00 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 01:00
00:00 라스트오더 /화
17:00 - 01:00
00:00 라스트오더 /수
17:00 - 01:00
00:00 라스트오더 /",0507-1465-4902
이가네양꼬치 강남구청점,양꼬치,없음,0.0,212,94,1675170989,서울 강남구 언주로134길 15 지상 1층,"목
12:00 - 23:30
23:00 라스트오더 /금
12:00 - 23:30
23:00 라스트오더 /토
12:00 - 23:00
22:30 라스트오더 /일
12:00 - 23:00
22:30 라스트오더 /월
12:00 - 23:30
23:00 라스트오더 /화
12:00 - 23:30
23:00 라스트오더 /수
12:00 - 23:30
23:00 라스트오더 /",0507-1315-1812
맷카페,"카페,디저트",없음,4.51,508,678,1896940114,서울 강남구 학동로50길 42,"목
11:00 - 21:00 /금
11:00 - 21:00 /토
11:00 - 21:00 /일
11:00 - 21:00 /월
11:00 - 21:00 /화
11:00 - 21:00 /수
11:00 - 21:00 /",070-7599-2212
진전복삼계탕 논현본점,"백숙,삼계탕",없음,4.66,"1,217",476,1913718125,서울 강남구 언주로133길 18 B1,"목
11:00 - 21:40
21:10 라스트오더 /금
11:00 - 21:40
21:10 라스트오더 /토
11:00 - 21:40
21:10 라스트오더 /일
11:00 - 21:40
21:10 라스트오더 /월
11:00 - 21:40
21:10 라스트오더 /화
11:00 - 21:40
21:10 라스트오더 /수
11:00 - 21:40
21:10 라스트오더 /",0507-1302-8937
자연석돌구이,돼지고기구이,없음,4.29,500,288,19867556,서울 강남구 언주로148길 9,"목
11:00 - 22:30 /금
11:00 - 22:30 /토
11:00 - 22:30 /일
11:00 - 22:30 /월
11:00 - 22:30 /화
11:00 - 22:30 /수
11:00 - 22:30 /",02-548-9494
박고볼래 실내포차 논현점,포장마차,없음,4.41,441,580,13330315,서울 강남구 선릉로129길 3-6 박고볼래 실내포차 논현점,"매일
17:00 - 03:00
02:30 라스트오더 /",0507-1474-7005
르뱅룰즈 강남구청역점,베이커리,없음,4.61,"1,667",475,1422058766,서울 강남구 선릉로 660 브라운스톤 레전드 1층 105호,"목
09:30 - 20:30 /금
09:30 - 20:30 /토
09:30 - 20:30 /일
09:30 - 20:30 /월
09:30 - 20:30 /화
09:30 - 20:30 /수
09:30 - 20:30 /",0507-1389-1270
mmn,브런치,없음,0.0,207,383,1513911780,서울 강남구 도산대로66길 39,"목
11:00 - 19:30
19:00 라스트오더 /금
11:00 - 19:30
19:00 라스트오더 /토
11:00 - 19:30
19:00 라스트오더 /일
11:00 - 19:30
19:00 라스트오더 /월
11:00 - 19:30
19:00 라스트오더 /화
11:00 - 19:30
19:00 라스트오더 /수
11:00 - 19:30
19:00 라스트오더 /",02-515-3596
어성일식,일식당,없음,4.39,721,997,1886342920,서울 강남구 언주로 843 2층,"목
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:30 라스트오더 /금
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:30 라스트오더 /토
12:00 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /일
12:00 - 21:00
15:00 - 18:00 브레이크타임
19:30 라스트오더 /월
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:30 라스트오더 /화
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:30 라스트오더 /수
12:00 - 22:00
15:00 - 18:00 브레이크타임
20:30 라스트오더 /",0507-1315-6686
어물전 청 도산공원점,"해물,생선요리",없음,4.33,39,494,1800618953,"서울 강남구 도산대로49길 16-7 1층, 2층","목
17:00 - 23:00
21:30 라스트오더 /금
17:00 - 23:00
21:30 라스트오더 /토
17:00 - 23:00
21:30 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 23:00
21:30 라스트오더 /화
17:00 - 23:00
21:30 라스트오더 /수
17:00 - 23:00
21:30 라스트오더 /",0507-1418-0488
라스칼라,양식,없음,0.0,16,26,1931002071,서울 강남구 언주로 641 1층,"목
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /금
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /토
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /일
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /월
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /화
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /수
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1413-8913
그랑씨엘,이탈리아음식,없음,4.22,163,682,11702534,서울 강남구 도산대로45길 16-6 1층,"목
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /토
11:00 - 22:00
20:50 라스트오더 /일
11:00 - 22:00
20:50 라스트오더 /월
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /화
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /수
11:00 - 22:00
15:00 - 17:00 브레이크타임
20:50 라스트오더 /",02-548-0283
우대포 압구정점,"육류,고기요리",없음,0.0,902,"1,403",1059042827,서울 강남구 도산대로37길 18 1층 우대포압구정점,"목
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /금
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /토
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /일
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /월
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /화
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /수
11:30 - 22:30
14:30 - 16:30 브레이크타임
21:40 라스트오더 /",0507-1334-7352
이모가있는집 본점,"찌개,전골",없음,4.53,738,497,38232881,서울 강남구 도산대로54길 14 1층,"목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:00 - 23:00
22:00 라스트오더 /일
정기휴무 (매주 일요일) /월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /",02-545-7605
The Round,중식당,없음,4.41,262,520,37882999,"서울 강남구 선릉로148길 37 지하1,지상1,2층","목
12:00 - 22:00
14:30 - 17:30 브레이크타임 /금
12:00 - 22:00
14:30 - 17:30 브레이크타임 /토
12:00 - 21:00
14:30 - 17:30 브레이크타임 /일
12:00 - 21:00
14:30 - 17:30 브레이크타임 /월
12:00 - 22:00
14:30 - 17:30 브레이크타임 /화
12:00 - 22:00
14:30 - 17:30 브레이크타임 /수
12:00 - 22:00
14:30 - 17:30 브레이크타임 /",02-545-4448
아부라소바,일본식라면,없음,0.0,760,535,1344390184,서울 강남구 학동로43길 8 B동 1층 아부라소바,"목
11:30 - 21:00
15:00 - 17:30 브레이크타임
14:30, 20:30 라스트오더 /금
11:30 - 21:00
15:00 - 17:30 브레이크타임
14:30, 20:30 라스트오더 /토
12:00 - 21:00
15:00 - 17:30 브레이크타임
14:30, 20:30 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 21:00
15:00 - 17:30 브레이크타임
14:30, 20:30 라스트오더 /화
11:30 - 21:00
15:00 - 17:30 브레이크타임
14:30, 20:30 라스트오더 /수
11:30 - 21:00
15:00 - 17:30 브레이크타임
14:30, 20:30 라스트오더 /",070-4035-4494
미림양장,요리주점,새로오픈,0.0,636,159,1733733737,서울 강남구 언주로168길 40 지하1층,"매일
12:00 - 02:00
01:00 라스트오더 /",0507-1331-8986
통영다찌,"해물,생선요리",없음,4.4,370,327,92011259,서울 강남구 논현로136길 12,"목
15:30 - 22:30 /금
15:30 - 22:30 /토
15:30 - 22:00 /일
정기휴무 (매주 일요일) /월
15:30 - 22:30 /화
15:30 - 22:30 /수
15:30 - 22:30 /",없음
몽고네,이탈리아음식,없음,4.42,172,581,37936761,서울 강남구 선릉로155길 5 1층,"목
12:00 - 22:00
15:00 - 17:30 브레이크타임 /금
12:00 - 22:00
15:00 - 17:30 브레이크타임 /토
12:00 - 22:00
15:00 - 17:30 브레이크타임 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
12:00 - 22:00
15:00 - 17:30 브레이크타임 /수
12:00 - 22:00
15:00 - 17:30 브레이크타임 /",02-540-0680
구월의 소철,한식,없음,0.0,"2,246",538,1587528278,서울 강남구 학동로 343 B1층 구월의소철,"목
11:30 - 23:00
14:00 - 17:00 브레이크타임 /금
11:30 - 23:00
14:00 - 17:00 브레이크타임 /토
18:00 - 23:00 /일
정기휴무 (매주 일요일) /월
11:30 - 23:00
14:00 - 17:00 브레이크타임 /화
11:30 - 23:00
14:00 - 17:00 브레이크타임 /수
11:30 - 23:00
14:00 - 17:00 브레이크타임 /",0507-1417-3212
라우라우,베트남음식,없음,4.26,321,461,11726031,서울 강남구 도산대로 420 1층 121호 라우라우,"목
11:00 - 21:00
15:00 - 17:00 브레이크타임 /금
11:00 - 21:00
15:00 - 17:00 브레이크타임 /토
11:00 - 21:00
15:00 - 17:00 브레이크타임 /일
11:00 - 21:00
15:00 - 17:00 브레이크타임 /월
정기휴무 (매주 월요일) /화
11:00 - 21:00
15:00 - 17:00 브레이크타임 /수
11:00 - 21:00
15:00 - 17:00 브레이크타임 /",02-542-1464
무등산,소고기구이,없음,4.43,628,319,11601803,서울 강남구 선릉로146길 3 승봉빌딩,"목
10:00 - 24:00
23:30 라스트오더 /금
10:00 - 24:00
23:30 라스트오더 /토
10:00 - 23:30
23:00 라스트오더 /일
정기휴무 (매주 일요일) /월
10:00 - 24:00
23:30 라스트오더 /화
10:00 - 24:00
23:30 라스트오더 /수
10:00 - 24:00
23:30 라스트오더 /",0507-1409-4017
올리버바이쇼텐,이자카야,없음,0.0,351,685,1730142162,서울 강남구 선릉로157길 25 2층,"목
17:00 - 01:00 /금
17:00 - 01:00 /토
17:00 - 01:00 /일
17:00 - 01:00 /월
17:00 - 01:00 /화
17:00 - 01:00 /수
17:00 - 01:00 /",070-4204-8088
스탠다드브레드 도산,베이커리,없음,0.0,294,742,1207231213,서울 강남구 도산대로53길 13 1층,"매일
08:30 - 21:00
20:30 라스트오더 /",0507-1433-2096
파에 청담,일식당,없음,5,122,183,1718796986,서울 강남구 선릉로148길 40-4 2층,"목
17:00 - 24:00
22:30 라스트오더 /금
17:00 - 24:00
22:30 라스트오더 /토
17:00 - 24:00
22:30 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 24:00
22:30 라스트오더 /화
17:00 - 24:00
22:30 라스트오더 /수
17:00 - 24:00
22:30 라스트오더 /",070-8691-4806
카페 마당,북카페,없음,4.47,451,833,19873514,서울 강남구 도산대로45길 7 에르메스도산파크,"목
11:00 - 19:00 /금
11:00 - 19:00 /토
11:00 - 19:00 /일
12:00 - 19:00 /월
11:00 - 19:00 /화
11:00 - 19:00 /수
11:00 - 19:00 /",02-546-3643
타르틴베이커리 청담점,베이커리,없음,0.0,58,41,1568338879,서울 강남구 선릉로 816 1층,"목
08:00 - 18:00 /금
08:00 - 18:00 /토
08:00 - 18:00 /일
08:00 - 18:00 /월
08:00 - 18:00 /화
08:00 - 18:00 /수
08:00 - 18:00 /",02-511-1223
코지마,일식당,없음,4.53,122,493,35877528,서울 강남구 압구정로60길 21 분더샵 6층,"목
12:00 - 21:00
14:30 - 18:00 브레이크타임 /금
12:00 - 21:00
14:30 - 18:00 브레이크타임 /토
12:00 - 21:00
14:30 - 18:00 브레이크타임 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
12:00 - 21:00
14:30 - 18:00 브레이크타임 /수
12:00 - 21:00
14:30 - 18:00 브레이크타임 /",02-2056-1291
레커,양식,없음,4.89,454,771,1323248895,서울 강남구 선릉로146길 27-10 1층,"목
12:30 - 24:00
15:00 - 18:00 브레이크타임
23:00 라스트오더 /금
12:30 - 24:00
15:00 - 18:00 브레이크타임
23:00 라스트오더 /토
12:30 - 24:00
15:00 - 18:00 브레이크타임
23:00 라스트오더 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
18:00 - 24:00
23:00 라스트오더 /수
12:30 - 24:00
15:00 - 18:00 브레이크타임
23:00 라스트오더 /",0507-1312-4707
불이아 강남점,중식당,없음,4.5,499,434,11818472,서울 강남구 언주로 711 건설회관 지하 1층,"매일
11:00 - 23:00 /",02-517-6689
김영모과자점 강남구청점,베이커리,없음,4.47,"4,316",361,449478032,서울 강남구 선릉로126길 6,"목
08:00 - 22:30 /금
08:00 - 22:30 /토
08:00 - 22:30 /일
08:00 - 22:30 /월
08:00 - 22:30 /화
08:00 - 22:30 /수
08:00 - 22:30 /",02-541-5484
랑꼬뉴,"카페,디저트",없음,0.0,268,131,1556694515,서울 강남구 도산대로49길 6-8 1층,"목
12:00 - 20:00 /금
12:00 - 22:00 /토
12:00 - 22:00 /일
12:00 - 22:00 /월
12:00 - 20:00 /화
12:00 - 20:00 /수
12:00 - 20:00 /",0507-1362-5619
원 디그리 노스 강남점,아시아음식,없음,0.0,939,687,1287899904,서울 강남구 학동로43길 8 원 디그리 노스,"목
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /금
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /토
12:00 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /화
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /수
11:30 - 22:00
15:00 - 17:30 브레이크타임
20:30 라스트오더 /",070-4333-8884
추풍령칼삼겹살 압구정점,돼지고기구이,없음,4.52,540,497,12021444,서울 강남구 도산대로51길 41 1층,"목
17:00 - 23:00
22:40 라스트오더 /금
17:00 - 23:00
22:40 라스트오더 /토
16:00 - 23:00
22:40 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 23:00
22:40 라스트오더 /화
17:00 - 23:00
22:40 라스트오더 /수
17:00 - 23:00
22:40 라스트오더 /",0507-1307-0090
제스트,바(BAR),없음,4.77,246,237,1723660386,서울 강남구 도산대로55길 26 하늘빌딩 1층,"목
18:30 - 02:00 /금
18:30 - 02:00 /토
15:00 - 02:00 /일
15:00 - 02:00 /월
18:30 - 02:00 /화
18:30 - 02:00 /수
18:30 - 02:00 /",없음
청담 하우스 바,바(BAR),없음,4.6,55,151,1813657396,서울 강남구 선릉로152길 21 6층,"매일
19:30 - 03:00
02:00 라스트오더 /",없음
옛날집,한정식,없음,4.19,557,305,18432817,서울 강남구 선릉로148길 38,"목
11:30 - 22:00 /금
11:30 - 22:00 /토
11:30 - 22:00 /일
11:30 - 22:00 /월
11:30 - 22:00 /화
11:30 - 22:00 /수
11:30 - 22:00 /",02-549-7888
미나미 도산공원점,일식당,없음,0.0,565,"1,515",1673275044,서울 강남구 도산대로45길 8-7 1층,"목
11:00 - 21:30
15:00 - 17:00 브레이크타임
14:30, 21:00 라스트오더 /금
11:00 - 21:30
15:00 - 17:00 브레이크타임
14:30, 21:00 라스트오더 /토
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더 /일
11:00 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더 /월
11:00 - 21:30
15:00 - 17:00 브레이크타임
14:30, 21:00 라스트오더 /화
11:00 - 21:30
15:00 - 17:00 브레이크타임
14:30, 21:00 라스트오더 /수
11:00 - 21:30
15:00 - 17:00 브레이크타임
14:30, 21:00 라스트오더 /",0507-1362-0373
모토이시 강남논현점,"육류,고기요리",없음,4.49,362,813,1286991991,서울 강남구 언주로150길 24 1층 모토이시,"목
16:00 - 24:00
23:00 라스트오더 /금
16:00 - 24:00
23:00 라스트오더 /토
16:00 - 24:00
23:00 라스트오더 /일
16:00 - 24:00
23:00 라스트오더 /월
정기휴무 (매주 월요일) /화
16:00 - 24:00
23:00 라스트오더 /수
16:00 - 24:00
23:00 라스트오더 /",0507-1384-2929
스시 렌,일식당,없음,0.0,125,604,1426559706,서울 강남구 선릉로146길 27-8 2F,"매일
12:00 - 22:00
14:00 - 18:30 브레이크타임 /",없음
메종 사우스케이프,브런치,없음,4.2,177,327,1668859928,서울 강남구 도산대로45길 17 메종 사우스케이프 2층,"목
11:00 - 20:00
19:00 라스트오더 /금
11:00 - 20:00
19:00 라스트오더 /토
11:00 - 20:00
19:00 라스트오더 /일
11:00 - 20:00
19:00 라스트오더 /월
11:00 - 20:00
19:00 라스트오더 /화
11:00 - 20:00
19:00 라스트오더 /수
11:00 - 20:00
19:00 라스트오더 /",02-6205-6701
코코로미,"카페,디저트",없음,0.0,645,176,1921032013,서울 강남구 도산대로49길 36 1층 1-1호,"목
11:30 - 20:30
20:00 라스트오더 /금
11:00 - 21:00
20:30 라스트오더 /토
11:00 - 21:00
20:30 라스트오더 /일
11:00 - 21:00
20:30 라스트오더 /월
11:30 - 20:30
20:00 라스트오더 /화
11:30 - 20:30
20:00 라스트오더 /수
11:30 - 20:30
20:00 라스트오더 /",070-7600-1111
